COMPUTED FEM SOLUTION:
phi[8305] = 0.611115
phi[8306] = 0.651260
phi[8307] = 0.691701
phi[8308] = 0.732437
phi[8309] = 0.773466
phi[8310] = 0.814786
phi[8311] = 0.856389
phi[8312] = 0.898268
phi[8313] = 0.940411
phi[8314] = 0.982804
phi[8315] = 1.025428
phi[8316] = 1.068262
phi[8317] = 1.111281
phi[8318] = 1.154458
phi[8319] = 1.197762
phi[8320] = 1.241161
phi[8321] = 1.284623
phi[8322] = 1.328114
phi[8323] = 1.371605
phi[8324] = 1.415066
phi[8325] = 1.458472
phi[8326] = 1.501803
phi[8327] = 1.545040
phi[8328] = 1.585729
phi[8329] = 1.626550
phi[8330] = 1.667484
phi[8331] = 1.708516
phi[8332] = 1.749630
phi[8333] = 1.790809
phi[8334] = 1.832039
phi[8335] = 1.873306
phi[8336] = 1.914599
phi[8337] = 1.955905
phi[8338] = 1.997216
phi[8339] = 2.038523
phi[8340] = 2.079819
phi[8341] = 2.121097
phi[8342] = 2.162353
phi[8343] = 2.203583
phi[8344] = 2.244784
phi[8345] = 2.285953
phi[8346] = 2.327088
phi[8347] = 2.368187
phi[8348] = 2.409251
phi[8349] = 2.450278
phi[8350] = 2.491268
phi[8351] = 2.532222
phi[8352] = 2.573139
phi[8353] = 2.614021
phi[8354] = 2.654868
phi[8355] = 2.695680
phi[8356] = 2.736459
phi[8357] = 2.777206
phi[8358] = 2.817921
phi[8359] = 2.858605
phi[8360] = 2.899260
phi[8361] = 2.939886
phi[8362] = 2.980485
phi[8363] = 3.021057
phi[8364] = 3.061604
phi[8365] = 3.102126
phi[8366] = 3.142625
phi[8367] = 3.183102
phi[8368] = 3.223556
phi[8369] = 3.263990
phi[8370] = 3.304405
phi[8371] = 3.344800
phi[8372] = 3.385177
phi[8373] = 3.425536
phi[8374] = 3.465879
phi[8375] = 3.506206
phi[8376] = 3.546518
phi[8377] = 3.586815
phi[8378] = 3.627098
phi[8379] = 3.667368
phi[8380] = 3.707626
phi[8381] = 3.747871
phi[8382] = 3.788104
phi[8383] = 3.828326
phi[8384] = 3.868538
phi[8385] = 3.908740
phi[8386] = 3.948932
phi[8387] = 3.989114
phi[8388] = 4.029288
phi[8389] = 4.069453
phi[8390] = 4.109610
phi[8391] = 4.149760
phi[8392] = 4.189902
phi[8393] = 4.230037
phi[8394] = 4.270165
phi[8395] = 4.310287
phi[8396] = 4.350402
phi[8397] = 4.390512
phi[8398] = 4.430615
phi[8399] = 4.470714
phi[8400] = 4.510807
phi[8401] = 4.550895
phi[8402] = 4.590978
phi[8403] = 4.631057
phi[8404] = 4.671131
phi[8405] = 4.711201
phi[8406] = 4.751266
phi[8407] = 4.791328
phi[8408] = 4.831386
phi[8409] = 4.871440
phi[8410] = 4.911490
phi[8411] = 4.951537
phi[8412] = 4.991581
phi[8413] = 5.031621
phi[8414] = 5.071659
phi[8415] = 5.111693
phi[8416] = 5.151724
phi[8417] = 5.191752
phi[8418] = 5.231778
phi[8419] = 5.271800
phi[8420] = 5.311820
phi[8421] = 5.351837
phi[8422] = 5.391851
phi[8423] = 5.431863
phi[8424] = 5.471872
phi[8425] = 5.511878
phi[8426] = 5.551882
phi[8427] = 5.591884
phi[8428] = -4.831689
phi[8429] = -4.801694
phi[8430] = -4.771709
phi[8431] = -4.741735
phi[8432] = -4.711771
phi[8433] = -4.681818
phi[8434] = -4.651875
phi[8435] = -4.621942
phi[8436] = -4.592020
phi[8437] = -4.562108
phi[8438] = -4.532207
phi[8439] = -4.502317
phi[8440] = -4.472438
phi[8441] = -4.442569
phi[8442] = -4.412712
phi[8443] = -4.382866
phi[8444] = -4.353031
phi[8445] = -4.323207
phi[8446] = -4.293395
phi[8447] = -4.263595
phi[8448] = -4.233807
phi[8449] = -4.204031
phi[8450] = -4.174267
phi[8451] = -4.144516
phi[8452] = -4.114778
phi[8453] = -4.085052
phi[8454] = -4.055340
phi[8455] = -4.025641
phi[8456] = -3.995956
phi[8457] = -3.966284
phi[8458] = -3.936627
phi[8459] = -3.906985
phi[8460] = -3.877357
phi[8461] = -3.847745
phi[8462] = -3.818148
phi[8463] = -3.788567
phi[8464] = -3.759002
phi[8465] = -3.729454
phi[8466] = -3.699922
phi[8467] = -3.670408
phi[8468] = -3.640912
phi[8469] = -3.611434
phi[8470] = -3.581975
phi[8471] = -3.552535
phi[8472] = -3.523115
phi[8473] = -3.493714
phi[8474] = -3.464335
phi[8475] = -3.434976
phi[8476] = -3.405639
phi[8477] = -3.376324
phi[8478] = -3.347033
phi[8479] = -3.317764
phi[8480] = -3.288520
phi[8481] = -3.259300
phi[8482] = -3.230106
phi[8483] = -3.200938
phi[8484] = -3.171796
phi[8485] = -3.142682
phi[8486] = -3.113596
phi[8487] = -3.084539
phi[8488] = -3.055512
phi[8489] = -3.026515
phi[8490] = -2.997549
phi[8491] = -2.968615
phi[8492] = -2.939715
phi[8493] = -2.910848
phi[8494] = -2.882016
phi[8495] = -2.853219
phi[8496] = -2.824459
phi[8497] = -2.795737
phi[8498] = -2.767053
phi[8499] = -2.738408
phi[8500] = -2.709804
phi[8501] = -2.681241
phi[8502] = -2.652721
phi[8503] = -2.624244
phi[8504] = -2.595812
phi[8505] = -2.567425
phi[8506] = -2.539085
phi[8507] = -2.510792
phi[8508] = -2.482549
phi[8509] = -2.454355
phi[8510] = -2.426212
phi[8511] = -2.398121
phi[8512] = -2.370084
phi[8513] = -2.342100
phi[8514] = -2.314172
phi[8515] = -2.286299
phi[8516] = -2.258484
phi[8517] = -2.230727
phi[8518] = -2.203029
phi[8519] = -2.175392
phi[8520] = -2.147815
phi[8521] = -2.120300
phi[8522] = -2.092848
phi[8523] = -2.065459
phi[8524] = -2.038134
phi[8525] = -2.010874
phi[8526] = -1.983680
phi[8527] = -1.956552
phi[8528] = -1.929490
phi[8529] = -1.900911
phi[8530] = -1.872291
phi[8531] = -1.843628
phi[8532] = -1.814920
phi[8533] = -1.786163
phi[8534] = -1.757354
phi[8535] = -1.728492
phi[8536] = -1.699573
phi[8537] = -1.670594
phi[8538] = -1.641554
phi[8539] = -1.612449
phi[8540] = -1.583278
phi[8541] = -1.554036
phi[8542] = -1.524723
phi[8543] = -1.495336
phi[8544] = -1.465871
phi[8545] = -1.436328
phi[8546] = -1.406703
phi[8547] = -1.376994
phi[8548] = -1.347198
phi[8549] = -1.317314
phi[8550] = -1.287339
phi[8551] = -1.257271
phi[8552] = -1.227107
phi[8553] = -1.196846
phi[8554] = -1.166484
phi[8555] = -1.136020
phi[8556] = -1.105451
phi[8557] = -1.074775
phi[8558] = -1.043989
phi[8559] = -1.013092
phi[8560] = -0.982080
phi[8561] = -0.950952
phi[8562] = -0.919705
phi[8563] = -0.888337
phi[8564] = -0.856845
phi[8565] = -0.825227
phi[8566] = -0.793479
phi[8567] = -0.761601
phi[8568] = -0.729588
phi[8569] = -0.697438
phi[8570] = -0.665149
phi[8571] = -0.632718
phi[8572] = -0.600142
phi[8573] = -0.567418
phi[8574] = -0.534542
phi[8575] = -0.501513
phi[8576] = -0.468327
phi[8577] = -0.434981
phi[8578] = -0.401471
phi[8579] = -0.367794
phi[8580] = -0.333947
phi[8581] = -0.299927
phi[8582] = -0.265729
phi[8583] = -0.231350
phi[8584] = -0.196785
phi[8585] = -0.162033
phi[8586] = -0.127087
phi[8587] = -0.091944
phi[8588] = -0.056600
phi[8589] = -0.021050
phi[8590] = 0.014709
phi[8591] = 0.050684
phi[8592] = 0.086877
phi[8593] = 0.123295
phi[8594] = 0.159942
phi[8595] = 0.196823
phi[8596] = 0.233943
phi[8597] = 0.271306
phi[8598] = 0.308919
phi[8599] = 0.346786
phi[8600] = 0.384911
phi[8601] = 0.423300
phi[8602] = 0.461957
phi[8603] = 0.500886
phi[8604] = 0.540090
phi[8605] = 0.579575
phi[8606] = 0.619340
phi[8607] = 0.659389
phi[8608] = 0.699721
phi[8609] = 0.740337
phi[8610] = 0.781232
phi[8611] = 0.822403
phi[8612] = 0.863844
phi[8613] = 0.905544
phi[8614] = 0.947493
phi[8615] = 0.989677
phi[8616] = 1.032076
phi[8617] = 1.074671
phi[8618] = 1.117438
phi[8619] = 1.160350
phi[8620] = 1.203381
phi[8621] = 1.246501
phi[8622] = 1.289680
phi[8623] = 1.332889
phi[8624] = 1.376100
phi[8625] = 1.419287
phi[8626] = 1.462428
phi[8627] = 1.505503
phi[8628] = 1.548497
phi[8629] = 1.589049
phi[8630] = 1.629728
phi[8631] = 1.670520
phi[8632] = 1.711409
phi[8633] = 1.752381
phi[8634] = 1.793419
phi[8635] = 1.834512
phi[8636] = 1.875646
phi[8637] = 1.916809
phi[8638] = 1.957991
phi[8639] = 1.999183
phi[8640] = 2.040377
phi[8641] = 2.081565
phi[8642] = 2.122742
phi[8643] = 2.163902
phi[8644] = 2.205041
phi[8645] = 2.246156
phi[8646] = 2.287245
phi[8647] = 2.328304
phi[8648] = 2.369333
phi[8649] = 2.410330
phi[8650] = 2.451294
phi[8651] = 2.492226
phi[8652] = 2.533125
phi[8653] = 2.573991
phi[8654] = 2.614825
phi[8655] = 2.655626
phi[8656] = 2.696396
phi[8657] = 2.737136
phi[8658] = 2.777845
phi[8659] = 2.818524
phi[8660] = 2.859176
phi[8661] = 2.899800
phi[8662] = 2.940397
phi[8663] = 2.980968
phi[8664] = 3.021515
phi[8665] = 3.062037
phi[8666] = 3.102537
phi[8667] = 3.143014
phi[8668] = 3.183470
phi[8669] = 3.223906
phi[8670] = 3.264322
phi[8671] = 3.304719
phi[8672] = 3.345098
phi[8673] = 3.385460
phi[8674] = 3.425805
phi[8675] = 3.466134
phi[8676] = 3.506449
phi[8677] = 3.546748
phi[8678] = 3.587034
phi[8679] = 3.627306
phi[8680] = 3.667566
phi[8681] = 3.707814
phi[8682] = 3.748049
phi[8683] = 3.788274
phi[8684] = 3.828488
phi[8685] = 3.868692
phi[8686] = 3.908886
phi[8687] = 3.949071
phi[8688] = 3.989247
phi[8689] = 4.029415
phi[8690] = 4.069574
phi[8691] = 4.109726
phi[8692] = 4.149870
phi[8693] = 4.190007
phi[8694] = 4.230137
phi[8695] = 4.270261
phi[8696] = 4.310378
phi[8697] = 4.350490
phi[8698] = 4.390595
phi[8699] = 4.430695
phi[8700] = 4.470790
phi[8701] = 4.510880
phi[8702] = 4.550965
phi[8703] = 4.591046
phi[8704] = 4.631121
phi[8705] = 4.671193
phi[8706] = 4.711260
phi[8707] = 4.751324
phi[8708] = 4.791383
phi[8709] = 4.831439
phi[8710] = 4.871492
phi[8711] = 4.911540
phi[8712] = 4.951586
phi[8713] = 4.991628
phi[8714] = 5.031667
phi[8715] = 5.071703
phi[8716] = 5.111736
phi[8717] = 5.151766
phi[8718] = 5.191793
phi[8719] = 5.231818
phi[8720] = 5.271840
phi[8721] = 5.311859
phi[8722] = 5.351875
phi[8723] = 5.391889
phi[8724] = 5.431900
phi[8725] = 5.471909
phi[8726] = 5.511915
phi[8727] = 5.551919
phi[8728] = 5.591920
phi[8729] = -4.831375
phi[8730] = -4.801380
phi[8731] = -4.771395
phi[8732] = -4.741420
phi[8733] = -4.711455
phi[8734] = -4.681500
phi[8735] = -4.651555
phi[8736] = -4.621621
phi[8737] = -4.591696
phi[8738] = -4.561782
phi[8739] = -4.531879
phi[8740] = -4.501985
phi[8741] = -4.472102
phi[8742] = -4.442230
phi[8743] = -4.412369
phi[8744] = -4.382518
phi[8745] = -4.352679
phi[8746] = -4.322850
phi[8747] = -4.293033
phi[8748] = -4.263227
phi[8749] = -4.233433
phi[8750] = -4.203650
phi[8751] = -4.173880
phi[8752] = -4.144121
phi[8753] = -4.114375
phi[8754] = -4.084642
phi[8755] = -4.054921
phi[8756] = -4.025213
phi[8757] = -3.995519
phi[8758] = -3.965838
phi[8759] = -3.936171
phi[8760] = -3.906518
phi[8761] = -3.876879
phi[8762] = -3.847255
phi[8763] = -3.817646
phi[8764] = -3.788053
phi[8765] = -3.758475
phi[8766] = -3.728913
phi[8767] = -3.699367
phi[8768] = -3.669839
phi[8769] = -3.640327
phi[8770] = -3.610833
phi[8771] = -3.581357
phi[8772] = -3.551900
phi[8773] = -3.522461
phi[8774] = -3.493042
phi[8775] = -3.463643
phi[8776] = -3.434264
phi[8777] = -3.404906
phi[8778] = -3.375570
phi[8779] = -3.346255
phi[8780] = -3.316963
phi[8781] = -3.287694
phi[8782] = -3.258449
phi[8783] = -3.229229
phi[8784] = -3.200033
phi[8785] = -3.170863
phi[8786] = -3.141719
phi[8787] = -3.112602
phi[8788] = -3.083513
phi[8789] = -3.054452
phi[8790] = -3.025420
phi[8791] = -2.996419
phi[8792] = -2.967448
phi[8793] = -2.938508
phi[8794] = -2.909601
phi[8795] = -2.880727
phi[8796] = -2.851887
phi[8797] = -2.823081
phi[8798] = -2.794312
phi[8799] = -2.765579
phi[8800] = -2.736883
phi[8801] = -2.708226
phi[8802] = -2.679609
phi[8803] = -2.651031
phi[8804] = -2.622495
phi[8805] = -2.594001
phi[8806] = -2.565550
phi[8807] = -2.537143
phi[8808] = -2.508782
phi[8809] = -2.480466
phi[8810] = -2.452198
phi[8811] = -2.423977
phi[8812] = -2.395806
phi[8813] = -2.367685
phi[8814] = -2.339614
phi[8815] = -2.311596
phi[8816] = -2.283630
phi[8817] = -2.255717
phi[8818] = -2.227860
phi[8819] = -2.200058
phi[8820] = -2.172312
phi[8821] = -2.144623
phi[8822] = -2.116992
phi[8823] = -2.089419
phi[8824] = -2.061906
phi[8825] = -2.034453
phi[8826] = -2.007060
phi[8827] = -1.979728
phi[8828] = -1.952458
phi[8829] = -1.925249
phi[8830] = -1.896554
phi[8831] = -1.867820
phi[8832] = -1.839042
phi[8833] = -1.810220
phi[8834] = -1.781349
phi[8835] = -1.752428
phi[8836] = -1.723453
phi[8837] = -1.694423
phi[8838] = -1.665335
phi[8839] = -1.636186
phi[8840] = -1.606974
phi[8841] = -1.577697
phi[8842] = -1.548351
phi[8843] = -1.518935
phi[8844] = -1.489445
phi[8845] = -1.459881
phi[8846] = -1.430239
phi[8847] = -1.400517
phi[8848] = -1.370712
phi[8849] = -1.340823
phi[8850] = -1.310848
phi[8851] = -1.280783
phi[8852] = -1.250626
phi[8853] = -1.220376
phi[8854] = -1.190030
phi[8855] = -1.159585
phi[8856] = -1.129040
phi[8857] = -1.098392
phi[8858] = -1.067638
phi[8859] = -1.036777
phi[8860] = -1.005806
phi[8861] = -0.974723
phi[8862] = -0.943526
phi[8863] = -0.912211
phi[8864] = -0.880776
phi[8865] = -0.849220
phi[8866] = -0.817540
phi[8867] = -0.785732
phi[8868] = -0.753795
phi[8869] = -0.721726
phi[8870] = -0.689522
phi[8871] = -0.657180
phi[8872] = -0.624698
phi[8873] = -0.592073
phi[8874] = -0.559303
phi[8875] = -0.526383
phi[8876] = -0.493311
phi[8877] = -0.460085
phi[8878] = -0.426700
phi[8879] = -0.393154
phi[8880] = -0.359443
phi[8881] = -0.325565
phi[8882] = -0.291514
phi[8883] = -0.257289
phi[8884] = -0.222885
phi[8885] = -0.188299
phi[8886] = -0.153527
phi[8887] = -0.118564
phi[8888] = -0.083407
phi[8889] = -0.048052
phi[8890] = -0.012494
phi[8891] = 0.023271
phi[8892] = 0.059247
phi[8893] = 0.095439
phi[8894] = 0.131851
phi[8895] = 0.168488
phi[8896] = 0.205355
phi[8897] = 0.242456
phi[8898] = 0.279797
phi[8899] = 0.317381
phi[8900] = 0.355213
phi[8901] = 0.393298
phi[8902] = 0.431639
phi[8903] = 0.470242
phi[8904] = 0.509109
phi[8905] = 0.548244
phi[8906] = 0.587649
phi[8907] = 0.627325
phi[8908] = 0.667274
phi[8909] = 0.707496
phi[8910] = 0.747988
phi[8911] = 0.788748
phi[8912] = 0.829770
phi[8913] = 0.871048
phi[8914] = 0.912572
phi[8915] = 0.954329
phi[8916] = 0.996306
phi[8917] = 1.038486
phi[8918] = 1.080849
phi[8919] = 1.123372
phi[8920] = 1.166031
phi[8921] = 1.208801
phi[8922] = 1.251654
phi[8923] = 1.294564
phi[8924] = 1.337505
phi[8925] = 1.380451
phi[8926] = 1.423379
phi[8927] = 1.466269
phi[8928] = 1.509102
phi[8929] = 1.551864
phi[8930] = 1.592286
phi[8931] = 1.632833
phi[8932] = 1.673490
phi[8933] = 1.714244
phi[8934] = 1.755080
phi[8935] = 1.795986
phi[8936] = 1.836948
phi[8937] = 1.877954
phi[8938] = 1.918994
phi[8939] = 1.960057
phi[8940] = 2.001135
phi[8941] = 2.042219
phi[8942] = 2.083303
phi[8943] = 2.124381
phi[8944] = 2.165447
phi[8945] = 2.206498
phi[8946] = 2.247530
phi[8947] = 2.288539
phi[8948] = 2.329524
phi[8949] = 2.370483
phi[8950] = 2.411414
phi[8951] = 2.452317
phi[8952] = 2.493191
phi[8953] = 2.534036
phi[8954] = 2.574851
phi[8955] = 2.615636
phi[8956] = 2.656393
phi[8957] = 2.697120
phi[8958] = 2.737820
phi[8959] = 2.778491
phi[8960] = 2.819136
phi[8961] = 2.859754
phi[8962] = 2.900347
phi[8963] = 2.940915
phi[8964] = 2.981459
phi[8965] = 3.021979
phi[8966] = 3.062477
phi[8967] = 3.102954
phi[8968] = 3.143409
phi[8969] = 3.183845
phi[8970] = 3.224261
phi[8971] = 3.264659
phi[8972] = 3.305039
phi[8973] = 3.345402
phi[8974] = 3.385748
phi[8975] = 3.426079
phi[8976] = 3.466394
phi[8977] = 3.506695
phi[8978] = 3.546983
phi[8979] = 3.587257
phi[8980] = 3.627518
phi[8981] = 3.667768
phi[8982] = 3.708005
phi[8983] = 3.748232
phi[8984] = 3.788448
phi[8985] = 3.828653
phi[8986] = 3.868849
phi[8987] = 3.909036
phi[8988] = 3.949214
phi[8989] = 3.989383
phi[8990] = 4.029544
phi[8991] = 4.069698
phi[8992] = 4.109844
phi[8993] = 4.149982
phi[8994] = 4.190114
phi[8995] = 4.230239
phi[8996] = 4.270358
phi[8997] = 4.310472
phi[8998] = 4.350579
phi[8999] = 4.390681
phi[9000] = 4.430777
phi[9001] = 4.470869
phi[9002] = 4.510955
phi[9003] = 4.551037
phi[9004] = 4.591114
phi[9005] = 4.631188
phi[9006] = 4.671257
phi[9007] = 4.711322
phi[9008] = 4.751383
phi[9009] = 4.791440
phi[9010] = 4.831494
phi[9011] = 4.871544
phi[9012] = 4.911591
phi[9013] = 4.951635
phi[9014] = 4.991676
phi[9015] = 5.031714
phi[9016] = 5.071748
phi[9017] = 5.111780
phi[9018] = 5.151809
phi[9019] = 5.191835
phi[9020] = 5.231859
phi[9021] = 5.271880
phi[9022] = 5.311898
phi[9023] = 5.351914
phi[9024] = 5.391928
phi[9025] = 5.431939
phi[9026] = 5.471947
phi[9027] = 5.511953
phi[9028] = 5.551957
phi[9029] = 5.591958
phi[9030] = -4.831054
phi[9031] = -4.801059
phi[9032] = -4.771073
phi[9033] = -4.741098
phi[9034] = -4.711132
phi[9035] = -4.681176
phi[9036] = -4.651229
phi[9037] = -4.621293
phi[9038] = -4.591366
phi[9039] = -4.561449
phi[9040] = -4.531543
phi[9041] = -4.501646
phi[9042] = -4.471760
phi[9043] = -4.441884
phi[9044] = -4.412018
phi[9045] = -4.382163
phi[9046] = -4.352319
phi[9047] = -4.322485
phi[9048] = -4.292663
phi[9049] = -4.262851
phi[9050] = -4.233051
phi[9051] = -4.203262
phi[9052] = -4.173484
phi[9053] = -4.143718
phi[9054] = -4.113965
phi[9055] = -4.084223
phi[9056] = -4.054494
phi[9057] = -4.024777
phi[9058] = -3.995073
phi[9059] = -3.965383
phi[9060] = -3.935705
phi[9061] = -3.906041
phi[9062] = -3.876392
phi[9063] = -3.846756
phi[9064] = -3.817135
phi[9065] = -3.787529
phi[9066] = -3.757937
phi[9067] = -3.728362
phi[9068] = -3.698802
phi[9069] = -3.669258
phi[9070] = -3.639731
phi[9071] = -3.610221
phi[9072] = -3.580728
phi[9073] = -3.551253
phi[9074] = -3.521796
phi[9075] = -3.492358
phi[9076] = -3.462940
phi[9077] = -3.433540
phi[9078] = -3.404161
phi[9079] = -3.374802
phi[9080] = -3.345465
phi[9081] = -3.316149
phi[9082] = -3.286855
phi[9083] = -3.257585
phi[9084] = -3.228337
phi[9085] = -3.199114
phi[9086] = -3.169915
phi[9087] = -3.140741
phi[9088] = -3.111593
phi[9089] = -3.082472
phi[9090] = -3.053377
phi[9091] = -3.024311
phi[9092] = -2.995273
phi[9093] = -2.966265
phi[9094] = -2.937286
phi[9095] = -2.908338
phi[9096] = -2.879422
phi[9097] = -2.850539
phi[9098] = -2.821688
phi[9099] = -2.792871
phi[9100] = -2.764089
phi[9101] = -2.735343
phi[9102] = -2.706633
phi[9103] = -2.677961
phi[9104] = -2.649327
phi[9105] = -2.620732
phi[9106] = -2.592176
phi[9107] = -2.563662
phi[9108] = -2.535189
phi[9109] = -2.506759
phi[9110] = -2.478372
phi[9111] = -2.450030
phi[9112] = -2.421733
phi[9113] = -2.393482
phi[9114] = -2.365278
phi[9115] = -2.337122
phi[9116] = -2.309015
phi[9117] = -2.280957
phi[9118] = -2.252949
phi[9119] = -2.224993
phi[9120] = -2.197088
phi[9121] = -2.169236
phi[9122] = -2.141438
phi[9123] = -2.113693
phi[9124] = -2.086004
phi[9125] = -2.058369
phi[9126] = -2.030790
phi[9127] = -2.003268
phi[9128] = -1.975802
phi[9129] = -1.948394
phi[9130] = -1.921043
phi[9131] = -1.892238
phi[9132] = -1.863392
phi[9133] = -1.834505
phi[9134] = -1.805572
phi[9135] = -1.776592
phi[9136] = -1.747563
phi[9137] = -1.718481
phi[9138] = -1.689345
phi[9139] = -1.660151
phi[9140] = -1.630898
phi[9141] = -1.601582
phi[9142] = -1.572202
phi[9143] = -1.542756
phi[9144] = -1.513240
phi[9145] = -1.483652
phi[9146] = -1.453991
phi[9147] = -1.424254
phi[9148] = -1.394438
phi[9149] = -1.364542
phi[9150] = -1.334563
phi[9151] = -1.304498
phi[9152] = -1.274346
phi[9153] = -1.244104
phi[9154] = -1.213770
phi[9155] = -1.183341
phi[9156] = -1.152816
phi[9157] = -1.122192
phi[9158] = -1.091467
phi[9159] = -1.060639
phi[9160] = -1.029705
phi[9161] = -0.998662
phi[9162] = -0.967510
phi[9163] = -0.936244
phi[9164] = -0.904863
phi[9165] = -0.873365
phi[9166] = -0.841746
phi[9167] = -0.810005
phi[9168] = -0.778139
phi[9169] = -0.746145
phi[9170] = -0.714021
phi[9171] = -0.681764
phi[9172] = -0.649372
phi[9173] = -0.616841
phi[9174] = -0.584169
phi[9175] = -0.551353
phi[9176] = -0.518390
phi[9177] = -0.485278
phi[9178] = -0.452012
phi[9179] = -0.418591
phi[9180] = -0.385010
phi[9181] = -0.351267
phi[9182] = -0.317358
phi[9183] = -0.283280
phi[9184] = -0.249030
phi[9185] = -0.214603
phi[9186] = -0.179996
phi[9187] = -0.145206
phi[9188] = -0.110228
phi[9189] = -0.075058
phi[9190] = -0.039694
phi[9191] = -0.004130
phi[9192] = 0.031638
phi[9193] = 0.067614
phi[9194] = 0.103801
phi[9195] = 0.140206
phi[9196] = 0.176831
phi[9197] = 0.213681
phi[9198] = 0.250762
phi[9199] = 0.288076
phi[9200] = 0.325628
phi[9201] = 0.363424
phi[9202] = 0.401465
phi[9203] = 0.439757
phi[9204] = 0.478303
phi[9205] = 0.517105
phi[9206] = 0.556166
phi[9207] = 0.595489
phi[9208] = 0.635074
phi[9209] = 0.674922
phi[9210] = 0.715031
phi[9211] = 0.755399
phi[9212] = 0.796022
phi[9213] = 0.836895
phi[9214] = 0.878011
phi[9215] = 0.919359
phi[9216] = 0.960928
phi[9217] = 1.002704
phi[9218] = 1.044670
phi[9219] = 1.086807
phi[9220] = 1.129095
phi[9221] = 1.171511
phi[9222] = 1.214031
phi[9223] = 1.256630
phi[9224] = 1.299285
phi[9225] = 1.341971
phi[9226] = 1.384666
phi[9227] = 1.427348
phi[9228] = 1.469999
phi[9229] = 1.512602
phi[9230] = 1.555144
phi[9231] = 1.595443
phi[9232] = 1.635864
phi[9233] = 1.676394
phi[9234] = 1.717020
phi[9235] = 1.757728
phi[9236] = 1.798507
phi[9237] = 1.839345
phi[9238] = 1.880230
phi[9239] = 1.921151
phi[9240] = 1.962100
phi[9241] = 2.003068
phi[9242] = 2.044047
phi[9243] = 2.085031
phi[9244] = 2.126013
phi[9245] = 2.166988
phi[9246] = 2.207952
phi[9247] = 2.248902
phi[9248] = 2.289834
phi[9249] = 2.330747
phi[9250] = 2.371637
phi[9251] = 2.412503
phi[9252] = 2.453345
phi[9253] = 2.494162
phi[9254] = 2.534953
phi[9255] = 2.575717
phi[9256] = 2.616455
phi[9257] = 2.657166
phi[9258] = 2.697851
phi[9259] = 2.738511
phi[9260] = 2.779145
phi[9261] = 2.819755
phi[9262] = 2.860340
phi[9263] = 2.900901
phi[9264] = 2.941440
phi[9265] = 2.981956
phi[9266] = 3.022450
phi[9267] = 3.062924
phi[9268] = 3.103377
phi[9269] = 3.143810
phi[9270] = 3.184225
phi[9271] = 3.224622
phi[9272] = 3.265001
phi[9273] = 3.305364
phi[9274] = 3.345710
phi[9275] = 3.386041
phi[9276] = 3.426357
phi[9277] = 3.466659
phi[9278] = 3.506947
phi[9279] = 3.547221
phi[9280] = 3.587484
phi[9281] = 3.627734
phi[9282] = 3.667973
phi[9283] = 3.708200
phi[9284] = 3.748417
phi[9285] = 3.788624
phi[9286] = 3.828822
phi[9287] = 3.869010
phi[9288] = 3.909189
phi[9289] = 3.949359
phi[9290] = 3.989522
phi[9291] = 4.029676
phi[9292] = 4.069823
phi[9293] = 4.109964
phi[9294] = 4.150097
phi[9295] = 4.190223
phi[9296] = 4.230344
phi[9297] = 4.270458
phi[9298] = 4.310567
phi[9299] = 4.350670
phi[9300] = 4.390768
phi[9301] = 4.430860
phi[9302] = 4.470948
phi[9303] = 4.511032
phi[9304] = 4.551110
phi[9305] = 4.591185
phi[9306] = 4.631255
phi[9307] = 4.671321
phi[9308] = 4.711384
phi[9309] = 4.751443
phi[9310] = 4.791498
phi[9311] = 4.831550
phi[9312] = 4.871598
phi[9313] = 4.911644
phi[9314] = 4.951686
phi[9315] = 4.991725
phi[9316] = 5.031761
phi[9317] = 5.071795
phi[9318] = 5.111825
phi[9319] = 5.151853
phi[9320] = 5.191878
phi[9321] = 5.231901
phi[9322] = 5.271921
phi[9323] = 5.311939
phi[9324] = 5.351954
phi[9325] = 5.391967
phi[9326] = 5.431978
phi[9327] = 5.471986
phi[9328] = 5.511992
phi[9329] = 5.551995
phi[9330] = 5.591996
phi[9331] = -4.830727
phi[9332] = -4.800731
phi[9333] = -4.770745
phi[9334] = -4.740769
phi[9335] = -4.710802
phi[9336] = -4.680844
phi[9337] = -4.650896
phi[9338] = -4.620958
phi[9339] = -4.591029
phi[9340] = -4.561110
phi[9341] = -4.531200
phi[9342] = -4.501301
phi[9343] = -4.471411
phi[9344] = -4.441531
phi[9345] = -4.411661
phi[9346] = -4.381802
phi[9347] = -4.351952
phi[9348] = -4.322113
phi[9349] = -4.292285
phi[9350] = -4.262468
phi[9351] = -4.232661
phi[9352] = -4.202865
phi[9353] = -4.173081
phi[9354] = -4.143308
phi[9355] = -4.113546
phi[9356] = -4.083796
phi[9357] = -4.054058
phi[9358] = -4.024333
phi[9359] = -3.994619
phi[9360] = -3.964919
phi[9361] = -3.935231
phi[9362] = -3.905556
phi[9363] = -3.875895
phi[9364] = -3.846248
phi[9365] = -3.816614
phi[9366] = -3.786995
phi[9367] = -3.757391
phi[9368] = -3.727801
phi[9369] = -3.698226
phi[9370] = -3.668668
phi[9371] = -3.639125
phi[9372] = -3.609598
phi[9373] = -3.580088
phi[9374] = -3.550596
phi[9375] = -3.521121
phi[9376] = -3.491664
phi[9377] = -3.462225
phi[9378] = -3.432805
phi[9379] = -3.403404
