0,0,0
0.600000024,0,0
1.20000005,0,0
1.80000007,0,0
2.40000010,0,0
3.00000000,0,0
3.59999990,0.400000095,0
4.19999981,0.799999952,0
4.80000019,1.20000029,0
5.40000010,1.60000014,0
6.00000000,2.00000000,0
6.59999990,2.00000000,0
7.19999981,2.00000000,0
7.80000019,2.00000000,0
8.39999962,2.00000000,0
9.00000000,2.00000000,0
0,0.800000012,0.319999903
0.600000024,0.800000012,1.65614355
1.20000005,0.800000012,2.45673394
1.80000007,0.800000012,2.86416030
2.40000010,0.800000012,2.91429663
3.00000000,0.800000012,2.47451544
3.59999990,1.11999989,2.42956805
4.19999981,1.43999982,2.27316928
4.80000019,1.75999999,2.12868190
5.40000010,2.07999992,2.04320765
6.00000000,2.40000010,2.51784563
6.59999990,2.40000010,2.18515205
7.19999981,2.40000010,2.09298921
7.80000019,2.40000010,1.99013293
8.39999962,2.40000010,1.77496660
9.00000000,2.40000010,1.17333341
0,1.60000002,1.27999961
0.600000024,1.60000002,2.77405024
1.20000005,1.60000002,3.70284200
1.80000007,1.60000002,4.19116259
2.40000010,1.60000002,4.31361961
3.00000000,1.60000002,4.11278152
3.59999990,1.83999991,4.11701870
4.19999981,2.07999992,4.02456570
4.80000019,2.32000017,3.91934705
5.40000010,2.55999994,3.94904804
6.00000000,2.79999995,4.28974676
6.59999990,2.79999995,4.00966311
7.19999981,2.79999995,3.86535859
7.80000019,2.79999995,3.71380544
8.39999962,2.79999995,3.38133836
9.00000000,2.79999995,2.55999923
0,2.40000010,2.88000011
0.600000024,2.40000010,4.22600079
1.20000005,2.40000010,5.03797388
1.80000007,2.40000010,5.46530485
2.40000010,2.40000010,5.61320448
3.00000000,2.40000010,5.53734207
3.59999990,2.55999994,5.57407951
4.19999981,2.72000003,5.53388929
4.80000019,2.88000011,5.48994875
5.40000010,3.03999996,5.52582169
6.00000000,3.20000005,5.71480703
6.59999990,3.20000005,5.53054380
7.19999981,3.20000005,5.40807486
7.80000019,3.20000005,5.26616907
8.39999962,3.20000005,4.95256853
9.00000000,3.20000005,4.15999937
0,3.20000005,5.11999846
0.600000024,3.20000005,6.04868126
1.20000005,3.20000005,6.52650166
1.80000007,3.20000005,6.77024126
2.40000010,3.20000005,6.86316872
3.00000000,3.20000005,6.84508991
3.59999990,3.27999997,6.87031269
4.19999981,3.36000013,6.85615110
4.80000019,3.44000006,6.83817720
5.40000010,3.52000022,6.85243368
6.00000000,3.59999990,6.92895651
6.59999990,3.59999990,6.84048271
7.19999981,3.59999990,6.77413177
7.80000019,3.59999990,6.69126749
8.39999962,3.59999990,6.51318407
9.00000000,3.59999990,5.97333097
0,4.00000000,7.99999857
0.600000024,4.00000000,7.99999857
1.20000005,4.00000000,7.99999857
1.80000007,4.00000000,7.99999857
2.40000010,4.00000000,7.99999857
3.00000000,4.00000000,7.99999857
3.59999990,4.00000000,7.99999857
4.19999981,4.00000000,7.99999857
4.80000019,4.00000000,7.99999857
5.40000010,4.00000000,7.99999857
6.00000000,4.00000000,7.99999857
6.59999990,4.00000000,7.99999857
7.19999981,4.00000000,7.99999857
7.80000019,4.00000000,7.99999857
8.39999962,4.00000000,7.99999857
9.00000000,4.00000000,7.99999857
